Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Sharpedo (Shadow),58.5,319,water,dark,216.8,82.3,157,2802942,50,2466,Waterfall,Crunch,Poison Fang,6,5,3,50000
Cherrim (Overcast),58.3,421,grass,none,155.5,141.2,157,3445477,50,2315,Bullet Seed,Solar Beam,Dazzling Gleam,7,6,1,10000
Deoxys (Speed),58.3,386,psychic,none,180,169.6,113,3449282,32,2492,Charge Beam,Psycho Boost,Thunderbolt,4,5,20,100000
Graveler (Alolan),58.3,75,rock,electric,150.4,150.4,135,3054278,50,2145,Volt Switch,Stone Edge,Rock Blast,4,3,1,10000
Lairon (Shadow),58.3,305,steel,rock,145.4,179,142,3694731,50,2324,Metal Claw,Rock Slide,Body Slam,8,6,1,10000
Sneasel (Shadow),58.3,215,dark,ice,171.4,135.3,135,3130823,50,2319,Ice Shard,Avalanche,Foul Play,5,5,3,50000
Crabominable,58.1,740,fighting,ice,177.7,113.5,174,3510400,32.5,2497,Bubble,Ice Punch,Crabhammer,4,5,3,50000
Gorebyss,58.1,368,water,none,175.3,156.7,129,3543750,43.5,2494,Water Gun,Psychic,Water Pulse,19,20,3,50000
Lairon,58.1,305,steel,rock,145.4,179,142,3694731,50,2324,Metal Claw,Rock Slide,Body Slam,8,6,1,10000
Arbok,58,24,poison,none,152.9,141.2,142,3065757,50,2171,Dragon Tail,Dark Pulse,Sludge Wave,6,8,3,50000
Darmanitan (Galarian),58,555,ice,none,193.7,93.6,176,3191384,29.5,2488,Ice Fang,Avalanche,Superpower,9,8,3,50000
Gabite,58,444,dragon,ground,157.1,117.6,154,2846814,50,2119,Mud Shot,Dig,Flamethrower,6,7,5,75000
Girafarig (Shadow),58,203,normal,psychic,165.5,124.4,157,3232186,50,2314,Confusion,Psychic Fangs,Trailblaze,3,5,3,50000
Grotle,58,388,grass,none,144.5,132.8,164,3147010,50,2137,Razor Leaf,Body Slam,Energy Ball,9,14,3,10000
Bibarel,57.8,400,normal,water,148.7,112.6,170,2847054,50,2061,Water Gun,Surf,Hyper Fang,14,17,1,10000
Girafarig,57.8,203,normal,psychic,165.5,124.4,157,3232186,50,2314,Confusion,Psychic Fangs,Trailblaze,3,5,3,50000
Graveler (Alolan) (Shadow),57.8,75,rock,electric,150.4,150.4,135,3054278,50,2145,Volt Switch,Stone Edge,Rock Blast,4,3,1,10000
Sigilyph,57.8,561,psychic,flying,167.3,145.7,152,3703112,42,2489,Air Slash,Ancient Power,Signal Beam,5,7,5,75000
Lumineon,57.7,457,water,none,131.9,155.5,155,3178863,50,2050,Water Gun,Silver Wind,Blizzard,15,25,3,50000
Sawk (Shadow),57.5,539,fighting,none,181.3,127.2,149,3434728,35,2497,Poison Jab,Body Slam,Focus Blast,5,11,5,75000
Ambipom (Shadow),57.3,424,normal,none,173.8,127.5,162,3590127,47.5,2500,Astonish,Aerial Ace,Low Sweep,4,4,3,50000
Cacturne,57.3,332,grass,dark,193.9,107.3,154,3204466,47,2495,Sucker Punch,Grass Knot,Dark Pulse,8,8,3,50000
Cinccino,57.3,573,normal,none,176.8,121.5,163,3500440,49.5,2490,Charm,Aqua Tail,Thunderbolt,6,10,3,50000
Kecleon,57.3,352,normal,none,147.9,171.4,142,3599979,50,2314,Sucker Punch,Aerial Ace,Foul Play,6,7,5,75000
Porygon-Z,57.3,474,normal,none,191.1,117.7,145,3261158,28.5,2500,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Mienshao,57.2,620,fighting,none,203.4,109.4,137,3047401,36.5,2490,Poison Jab,Blaze Kick,Brick Break,6,5,3,50000
Venomoth,57.2,49,bug,poison,163,132.8,157,3398030,50,2354,Confusion,Poison Fang,Silver Wind,4,4,3,50000
Bibarel (Shadow),57,400,normal,water,148.7,112.6,170,2847054,50,2061,Water Gun,Surf,Hyper Fang,14,17,1,10000
Sneasel,56.9,215,dark,ice,171.4,135.3,135,3130823,50,2319,Ice Shard,Avalanche,Foul Play,5,5,3,50000
Xatu (Shadow),56.9,178,psychic,flying,173.9,135.3,149,3506318,50,2474,Air Slash,Aerial Ace,Future Sight,5,8,3,50000
Grotle (Shadow),56.7,388,grass,none,144.5,132.8,164,3147010,50,2137,Razor Leaf,Body Slam,Energy Ball,9,14,3,10000
Reuniclus,56.5,579,psychic,none,164.2,121.5,190,3789296,33,2497,Hidden Power (Psychic),Shadow Ball,Future Sight,7,9,3,50000
Boldore,56.4,525,rock,none,158.8,132.8,157,3310452,50,2293,Smack Down,Rock Slide,Stone Edge,6,7,3,50000
Swanna (Shadow),56.4,581,water,flying,165.5,123.5,164,3353483,50,2361,Water Gun,Hurricane,Ice Beam,22,19,3,50000
Cacturne (Shadow),55.4,332,grass,dark,193.9,107.3,154,3204466,47,2495,Sucker Punch,Grass Knot,Dark Pulse,8,8,3,50000
Wormadam (Plant),55.3,413,bug,grass,131.1,163.9,142,3050116,50,2005,Confusion,Energy Ball,Bug Buzz,5,5,1,10000
Brionne,54.9,729,water,none,153.8,134.4,142,2935812,50,2131,Water Gun,Disarming Voice,Aqua Jet,15,15,3,10000
Parasect,54.9,47,bug,grass,151.3,135.3,142,2905731,50,2102,Fury Cutter,X-Scissor,Cross Poison,10,9,3,50000
Tornadus (Incarnate),54.9,641,flying,none,189.8,123.3,140,3277023,27.5,2495,Air Slash,Grass Knot,Hurricane,6,8,20,100000
Venomoth (Shadow),54.6,49,bug,poison,163,132.8,157,3398030,50,2354,Confusion,Poison Fang,Silver Wind,4,4,3,50000
Raticate (Alolan),54.5,20,dark,normal,126,142,164,2935557,50,1927,Quick Attack,Crunch,Hyper Fang,6,7,1,10000
Hoopa,54.3,720,psychic,ghost,187.1,137.5,128,3292971,26.5,2487,Confusion,Shadow Ball,Psychic,5,5,20,100000
Salamence (Shadow),54.1,373,dragon,flying,186.5,117.7,152,3335828,24.5,2500,Dragon Tail,Outrage,Hydro Pump,7,9,5,75000
Sharpedo,54,319,water,dark,216.8,82.3,157,2802942,50,2466,Waterfall,Crunch,Poison Fang,6,5,3,50000
Wormadam (Sandy),53.6,413,bug,ground,131.1,163.9,142,3050116,50,2005,Confusion,Bug Buzz,Bulldoze,5,5,1,10000
Sealeo,53.5,364,ice,water,127.7,123.5,186,2934557,50,1938,Powder Snow,Body Slam,Aurora Beam,5,8,3,50000
Raticate (Alolan) (Shadow),53.3,20,dark,normal,126,142,164,2935557,50,1927,Quick Attack,Crunch,Hyper Fang,6,7,1,10000
Throh (Shadow),52.8,538,fighting,none,142.2,139.8,220,4371126,43.5,2495,Low Kick,Body Slam,Focus Blast,7,15,5,75000
Arbok (Shadow),52.4,24,poison,none,152.9,141.2,142,3065757,50,2171,Dragon Tail,Dark Pulse,Sludge Wave,6,8,3,50000
Misdreavus,52.4,200,ghost,none,152.9,142,142,3084006,50,2178,Astonish,Dark Pulse,Shadow Sneak,5,5,3,50000
Klang,52.2,600,steel,none,138.6,158.8,142,3126820,50,2088,Thunder Shock,Thunderbolt,Vise Grip,7,5,5,75000
Misdreavus (Shadow),51.7,200,ghost,none,152.9,142,142,3084006,50,2178,Astonish,Dark Pulse,Shadow Sneak,5,5,3,50000
Graveler (Shadow),51.4,75,rock,ground,150.4,150.4,135,3054278,50,2145,Mud Slap,Rock Slide,Dig,5,6,1,10000
Vanilluxe,51.4,584,ice,none,169.9,150.2,143,3650141,34.5,2493,Astonish,Blizzard,Signal Beam,8,6,3,50000
Mightyena,50.9,262,dark,none,156.3,123.5,157,3031089,50,2177,Thunder Fang,Crunch,Poison Fang,9,8,1,10000
Porygon-Z (Shadow),50.9,474,normal,none,191.1,117.7,145,3261158,28.5,2500,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Furret,50.8,162,normal,none,137,117.6,178,2868167,50,1987,Quick Attack,Dig,Brick Break,7,5,1,10000
Seadra,50.3,117,water,none,169.7,143.7,135,3292684,50,2366,Dragon Breath,Hydro Pump,Blizzard,25,25,3,50000
Sealeo (Shadow),50.3,364,ice,water,127.7,123.5,186,2934557,50,1938,Powder Snow,Body Slam,Aurora Beam,5,8,3,50000
Volbeat,50,313,bug,none,132.8,152.1,149,3008782,50,2002,Tackle,Thunderbolt,Bug Buzz,19,20,3,50000
Gumshoos,49.3,735,normal,none,175.6,107.6,184,3475704,50,2470,Bite,Crunch,Hyper Fang,23,25,1,10000
Mightyena (Shadow),49.1,262,dark,none,156.3,123.5,157,3031089,50,2177,Thunder Fang,Crunch,Poison Fang,9,8,1,10000
Illumise,49,314,bug,none,132.8,152.1,149,3008782,50,2002,Tackle,Silver Wind,Dazzling Gleam,15,24,3,50000
Mr. Mime (Galarian),49,122,ice,psychic,166.4,154.6,127,3267048,50,2338,Confusion,Triple Axel,Ice Punch,4,4,5,75000
Pignite,48,499,fire,fighting,158,101.7,186,2987617,50,2175,Ember,Flame Charge,Rock Tomb,9,10,3,10000
Lilligant,47.7,549,grass,none,175.6,136.1,148,3536066,43,2499,Charm,Petal Blizzard,Hyper Beam,11,14,1,10000
Rampardos (Shadow),47.7,409,rock,none,211,86.1,162,2942449,27,2495,Smack Down,Rock Slide,Flamethrower,6,7,5,75000
Hoopa (Unbound),45.9,720,psychic,dark,201.1,129.1,117,3037339,22,2473,Confusion,Dark Pulse,Shadow Ball,5,5,20,100000
Rampardos,45.6,409,rock,none,211,86.1,162,2942449,27,2495,Smack Down,Rock Slide,Flamethrower,6,7,5,75000
Shaymin (Land),44.6,492,grass,none,152.6,157.6,169,4065161,28.5,2490,Zen Headbutt,Grass Knot,Seed Flare,9,13,20,100000
Metang,44.3,375,steel,psychic,128.6,160.5,142,2930096,50,1946,Metal Claw,Psyshock,Gyro Ball,8,10,5,75000
Metang (Shadow),44,375,steel,psychic,128.6,160.5,142,2930096,50,1946,Metal Claw,Psyshock,Gyro Ball,8,10,5,75000
Seadra (Shadow),41.3,117,water,none,169.7,143.7,135,3292684,50,2366,Dragon Breath,Hydro Pump,Blizzard,25,25,3,50000
Azelf,41.1,482,psychic,none,195.1,117.3,138,3159314,28,2487,Confusion,Future Sight,Fire Blast,6,7,20,100000
Chansey,39.7,113,normal,none,63,120.2,421,3188219,50,1418,Zen Headbutt,Psychic,Hyper Beam,10,14,5,75000
Regigigas,39,486,normal,none,178.7,137.7,141,3471447,21,2494,Hidden Power (Ground),Thunder,Focus Blast,8,10,20,100000
Audino,36.9,531,normal,none,108.4,149.6,205,3323780,50,1902,Zen Headbutt,Disarming Voice,Hyper Beam,8,14,3,50000
Regigigas (Shadow),35.5,486,normal,none,178.7,137.7,141,3471447,21,2494,Hidden Power (Ground),Thunder,Focus Blast,8,10,20,100000
Slaking,35.5,289,normal,none,180,108.4,178,3471096,21,2500,Yawn,Body Slam,Earthquake,3,6,5,75000
